,city,date,gender,match_type,player of the match,team 1,team 2,team_1_batting_average,team_1_bowling_average,team_2_batting_average,team_2_bowling_average,toss_decision,toss_winner,umpire_1,umpire_2,venue,win_by_runs,win_by_wickets,winner
316,Jaipur,2012-05-20,male,T20,DR Smith,Rajasthan Royals,Mumbai Indians,37.0,16.879518072289155,25.0625,28.37142857142857,bat,Rajasthan Royals,HDPK Dharmasena,C Shamshuddin,Sawai Mansingh Stadium,0,10,Mumbai Indians
317,Pune,2012-05-22,male,T20,YK Pathan,Kolkata Knight Riders,Delhi Daredevils,26.087719298245613,37.375,2.5,12.291666666666666,bat,Kolkata Knight Riders,BR Doctrove,SJA Taufel,Subrata Roy Sahara Stadium,18,0,Kolkata Knight Riders
318,Bangalore,2012-05-23,male,T20,MS Dhoni,Chennai Super Kings,Mumbai Indians,37.12765957446808,25.392857142857142,7.666666666666667,29.307692307692307,field,Mumbai Indians,BF Bowden,HDPK Dharmasena,M Chinnaswamy Stadium,38,0,Chennai Super Kings
319,Chennai,2012-05-25,male,T20,M Vijay,Chennai Super Kings,Delhi Daredevils,27.68888888888889,30.48148148148148,0.5,23.291666666666668,field,Delhi Daredevils,BR Doctrove,SJA Taufel,"MA Chidambaram Stadium, Chepauk",86,0,Chennai Super Kings
320,Chennai,2012-05-27,male,T20,MS Bisla,Chennai Super Kings,Kolkata Knight Riders,33.64179104477612,16.52173913043478,31.258064516129032,29.06382978723404,bat,Chennai Super Kings,BF Bowden,SJA Taufel,"MA Chidambaram Stadium, Chepauk",0,5,Kolkata Knight Riders
321,Kolkata,2013-04-03,male,T20,SP Narine,Delhi Daredevils,Kolkata Knight Riders,2.0,12.321428571428571,15.5,32.25,field,Kolkata Knight Riders,S Ravi,SJA Taufel,Eden Gardens,0,6,Kolkata Knight Riders
322,Bangalore,2013-04-04,male,T20,CH Gayle,Royal Challengers Bangalore,Mumbai Indians,52.666666666666664,22.542857142857144,20.774193548387096,26.890625,field,Mumbai Indians,VA Kulkarni,C Shamshuddin,M Chinnaswamy Stadium,2,0,Royal Challengers Bangalore
323,Hyderabad,2013-04-05,male,T20,A Mishra,Sunrisers Hyderabad,Pune Warriors,20.27777777777778,25.657894736842106,0.8571428571428571,21.725806451612904,field,Pune Warriors,S Ravi,SJA Taufel,"Rajiv Gandhi International Stadium, Uppal",22,0,Sunrisers Hyderabad
324,Delhi,2013-04-06,male,T20,R Dravid,Rajasthan Royals,Delhi Daredevils,5.0,25.07843137254902,22.348837209302324,16.846153846153847,bat,Rajasthan Royals,S Das,C Shamshuddin,Feroz Shah Kotla,5,0,Rajasthan Royals
325,Chennai,2013-04-06,male,T20,KA Pollard,Mumbai Indians,Chennai Super Kings,22.612903225806452,28.775510204081634,5.0,22.013698630136986,bat,Mumbai Indians,M Erasmus,VA Kulkarni,"MA Chidambaram Stadium, Chepauk",9,0,Mumbai Indians
326,Pune,2013-04-07,male,T20,M Vohra,Pune Warriors,Kings XI Punjab,20.233333333333334,21.9375,26.45945945945946,25.5,bat,Pune Warriors,S Asnani,SJA Taufel,Subrata Roy Sahara Stadium,0,8,Kings XI Punjab
327,Hyderabad,2013-04-07,male,T20,GH Vihari,Royal Challengers Bangalore,Sunrisers Hyderabad,18.833333333333332,32.48717948717949,55.0,26.907692307692308,bat,Royal Challengers Bangalore,AK Chaudhary,S Ravi,"Rajiv Gandhi International Stadium, Uppal",0,0,tie
328,Jaipur,2013-04-08,male,T20,SK Trivedi,Rajasthan Royals,Kolkata Knight Riders,32.03030303030303,40.044444444444444,5.0,14.625,field,Kolkata Knight Riders,Aleem Dar,S Das,Sawai Mansingh Stadium,19,0,Rajasthan Royals
329,Mumbai,2013-04-09,male,T20,KD Karthik,Mumbai Indians,Delhi Daredevils,31.815384615384616,25.056603773584907,13.833333333333334,24.65909090909091,bat,Mumbai Indians,M Erasmus,VA Kulkarni,Wankhede Stadium,44,0,Mumbai Indians
330,Chandigarh,2013-04-10,male,T20,MEK Hussey,Kings XI Punjab,Chennai Super Kings,5.0,25.40740740740741,42.56,36.654545454545456,field,Chennai Super Kings,Aleem Dar,C Shamshuddin,"Punjab Cricket Association Stadium, Mohali",0,10,Chennai Super Kings
331,Bangalore,2013-04-11,male,T20,CH Gayle,Kolkata Knight Riders,Royal Challengers Bangalore,5.5,25.896103896103895,53.567567567567565,26.51851851851852,field,Royal Challengers Bangalore,Asad Rauf,AK Chaudhary,M Chinnaswamy Stadium,0,8,Royal Challengers Bangalore
332,Pune,2013-04-11,male,T20,AJ Finch,Rajasthan Royals,Pune Warriors,32.696969696969695,33.61538461538461,26.395833333333332,29.92105263157895,bat,Rajasthan Royals,M Erasmus,K Srinath,Subrata Roy Sahara Stadium,0,7,Pune Warriors
333,Delhi,2013-04-12,male,T20,A Mishra,Delhi Daredevils,Sunrisers Hyderabad,5.666666666666667,34.42857142857143,5.466666666666667,31.308823529411764,bat,Delhi Daredevils,Aleem Dar,Subroto Das,Feroz Shah Kotla,0,3,Sunrisers Hyderabad
334,Mumbai,2013-04-13,male,T20,RG Sharma,Mumbai Indians,Pune Warriors,32.76923076923077,28.605263157894736,11.6,24.533333333333335,bat,Mumbai Indians,S Ravi,SJA Taufel,Wankhede Stadium,41,0,Mumbai Indians
335,Chennai,2013-04-13,male,T20,RA Jadeja,Royal Challengers Bangalore,Chennai Super Kings,35.58974358974359,25.607142857142858,23.95,26.428571428571427,field,Chennai Super Kings,Asad Rauf,AK Chaudhary,"MA Chidambaram Stadium, Chepauk",0,4,Chennai Super Kings
336,Kolkata,2013-04-14,male,T20,G Gambhir,Kolkata Knight Riders,Sunrisers Hyderabad,30.073529411764707,32.58536585365854,6.0,26.08888888888889,bat,Kolkata Knight Riders,M Erasmus,VA Kulkarni,Eden Gardens,48,0,Kolkata Knight Riders
337,Jaipur,2013-04-14,male,T20,JP Faulkner,Kings XI Punjab,Rajasthan Royals,5.0,17.428571428571427,5.0,25.506666666666668,field,Rajasthan Royals,Aleem Dar,C Shamshuddin,Sawai Mansingh Stadium,0,6,Rajasthan Royals
338,Chennai,2013-04-15,male,T20,SPD Smith,Pune Warriors,Chennai Super Kings,19.774193548387096,27.363636363636363,6.454545454545454,28.025,bat,Pune Warriors,Asad Rauf,AK Chaudhary,"MA Chidambaram Stadium, Chepauk",24,0,Pune Warriors
339,Chandigarh,2013-04-16,male,T20,MS Gony,Kings XI Punjab,Kolkata Knight Riders,13.296296296296296,36.705882352941174,13.0,34.94915254237288,field,Kolkata Knight Riders,CK Nandan,SJA Taufel,"Punjab Cricket Association Stadium, Mohali",4,0,Kings XI Punjab
340,Bangalore,2013-04-16,male,T20,V Kohli,Delhi Daredevils,Royal Challengers Bangalore,22.0,27.051948051948052,12.0,31.897058823529413,field,Royal Challengers Bangalore,M Erasmus,VA Kulkarni,M Chinnaswamy Stadium,0,0,tie
341,Pune,2013-04-17,male,T20,A Mishra,Sunrisers Hyderabad,Pune Warriors,5.733333333333333,27.951219512195124,0.75,19.96385542168675,field,Pune Warriors,Asad Rauf,AK Chaudhary,Subrata Roy Sahara Stadium,11,0,Sunrisers Hyderabad
342,Jaipur,2013-04-17,male,T20,AM Rahane,Rajasthan Royals,Mumbai Indians,33.03225806451613,22.857142857142858,5.916666666666667,13.9,bat,Rajasthan Royals,Aleem Dar,C Shamshuddin,Sawai Mansingh Stadium,87,0,Rajasthan Royals
343,Delhi,2013-04-18,male,T20,MEK Hussey,Chennai Super Kings,Delhi Daredevils,25.323529411764707,29.11764705882353,4.5,27.017857142857142,bat,Chennai Super Kings,M Erasmus,VA Kulkarni,Feroz Shah Kotla,86,0,Chennai Super Kings
344,Hyderabad,2013-04-19,male,T20,GH Vihari,Kings XI Punjab,Sunrisers Hyderabad,8.777777777777779,33.2,15.875,23.3,bat,Kings XI Punjab,HDPK Dharmasena,CK Nandan,"Rajiv Gandhi International Stadium, Uppal",0,5,Sunrisers Hyderabad
345,Kolkata,2013-04-20,male,T20,RA Jadeja,Kolkata Knight Riders,Chennai Super Kings,8.0,13.555555555555555,24.902439024390244,31.675675675675677,bat,Kolkata Knight Riders,Asad Rauf,AK Chaudhary,Eden Gardens,0,4,Chennai Super Kings
346,Bangalore,2013-04-20,male,T20,R Vinay Kumar,Rajasthan Royals,Royal Challengers Bangalore,6.0,15.8,52.51282051282051,28.389830508474578,field,Royal Challengers Bangalore,Aleem Dar,C Shamshuddin,M Chinnaswamy Stadium,0,7,Royal Challengers Bangalore
347,Delhi,2013-04-21,male,T20,V Sehwag,Mumbai Indians,Delhi Daredevils,22.818181818181817,25.210526315789473,31.2,24.666666666666668,bat,Mumbai Indians,HDPK Dharmasena,S Ravi,Feroz Shah Kotla,0,9,Delhi Daredevils
348,Chandigarh,2013-04-21,male,T20,DA Miller,Pune Warriors,Kings XI Punjab,19.21875,23.136363636363637,49.5,5.0,field,Kings XI Punjab,M Erasmus,K Srinath,"Punjab Cricket Association Stadium, Mohali",0,7,Kings XI Punjab
349,Chennai,2013-04-22,male,T20,MEK Hussey,Rajasthan Royals,Chennai Super Kings,21.916666666666668,26.508474576271187,25.970588235294116,27.72972972972973,bat,Rajasthan Royals,S Asnani,AK Chaudhary,"MA Chidambaram Stadium, Chepauk",0,5,Chennai Super Kings
350,Bangalore,2013-04-23,male,T20,CH Gayle,Royal Challengers Bangalore,Pune Warriors,6.0,28.651162790697676,0.875,42.2,field,Pune Warriors,Aleem Dar,C Shamshuddin,M Chinnaswamy Stadium,130,0,Royal Challengers Bangalore
351,Dharamsala,2013-05-16,male,T20,DA Miller,Kings XI Punjab,Delhi Daredevils,60.5,24.946428571428573,10.88888888888889,26.256410256410255,field,Delhi Daredevils,HDPK Dharmasena,S Ravi,Himachal Pradesh Cricket Association Stadium,7,0,Kings XI Punjab
352,Kolkata,2013-04-24,male,T20,DR Smith,Kolkata Knight Riders,Mumbai Indians,21.25,17.897727272727273,29.375,27.17391304347826,bat,Kolkata Knight Riders,HDPK Dharmasena,S Ravi,Eden Gardens,0,5,Mumbai Indians
353,Chennai,2013-04-25,male,T20,MS Dhoni,Sunrisers Hyderabad,Chennai Super Kings,19.714285714285715,26.24590163934426,37.351851851851855,21.142857142857142,bat,Sunrisers Hyderabad,Aleem Dar,S Das,"MA Chidambaram Stadium, Chepauk",0,5,Chennai Super Kings
354,Kolkata,2013-04-26,male,T20,JH Kallis,Kings XI Punjab,Kolkata Knight Riders,24.571428571428573,28.210526315789473,8.0,29.5,bat,Kings XI Punjab,CK Nandan,S Ravi,Eden Gardens,0,6,Kolkata Knight Riders
355,Jaipur,2013-04-27,male,T20,JP Faulkner,Sunrisers Hyderabad,Rajasthan Royals,6.933333333333334,20.55,42.083333333333336,20.25,bat,Sunrisers Hyderabad,VA Kulkarni,K Srinath,Sawai Mansingh Stadium,0,8,Rajasthan Royals
356,Mumbai,2013-04-27,male,T20,DR Smith,Mumbai Indians,Royal Challengers Bangalore,5.916666666666667,16.875,10.458333333333334,35.36363636363637,bat,Mumbai Indians,Asad Rauf,S Asnani,Wankhede Stadium,58,0,Mumbai Indians
357,Chennai,2013-04-28,male,T20,MEK Hussey,Chennai Super Kings,Kolkata Knight Riders,37.68518518518518,29.0,24.9375,20.8,field,Kolkata Knight Riders,Aleem Dar,SJA Taufel,"MA Chidambaram Stadium, Chepauk",14,0,Chennai Super Kings
358,Raipur,2013-04-28,male,T20,DA Warner,Delhi Daredevils,Pune Warriors,22.568181818181817,27.456521739130434,22.80952380952381,36.333333333333336,field,Pune Warriors,CK Nandan,S Ravi,Shaheed Veer Narayan Singh International Stadium,15,0,Delhi Daredevils
359,Jaipur,2013-04-29,male,T20,SV Samson,Royal Challengers Bangalore,Rajasthan Royals,11.375,12.842105263157896,23.166666666666668,26.226666666666667,field,Rajasthan Royals,M Erasmus,K Srinath,Sawai Mansingh Stadium,0,4,Rajasthan Royals
360,Mumbai,2013-04-29,male,T20,RG Sharma,Mumbai Indians,Kings XI Punjab,33.73913043478261,66.66666666666667,10.703703703703704,23.454545454545453,bat,Mumbai Indians,Asad Rauf,AK Chaudhary,Wankhede Stadium,4,0,Mumbai Indians
361,Pune,2013-04-30,male,T20,MS Dhoni,Chennai Super Kings,Pune Warriors,38.51851851851852,28.347826086956523,1.125,26.3015873015873,bat,Chennai Super Kings,S Das,SJA Taufel,Subrata Roy Sahara Stadium,37,0,Chennai Super Kings
362,Hyderabad,2013-05-01,male,T20,I Sharma,Mumbai Indians,Sunrisers Hyderabad,24.4,36.72727272727273,33.52,23.147058823529413,bat,Mumbai Indians,Asad Rauf,S Asnani,"Rajiv Gandhi International Stadium, Uppal",0,7,Sunrisers Hyderabad
363,Raipur,2013-05-01,male,T20,DA Warner,Kolkata Knight Riders,Delhi Daredevils,12.4,25.666666666666668,28.666666666666668,32.45945945945946,bat,Kolkata Knight Riders,HDPK Dharmasena,CK Nandan,Shaheed Veer Narayan Singh International Stadium,0,7,Delhi Daredevils
364,Chennai,2013-05-02,male,T20,SK Raina,Chennai Super Kings,Kings XI Punjab,23.906976744186046,35.83870967741935,10.666666666666666,25.636363636363637,bat,Chennai Super Kings,M Erasmus,VA Kulkarni,"MA Chidambaram Stadium, Chepauk",15,0,Chennai Super Kings
365,Pune,2013-05-02,male,T20,AB de Villiers,Royal Challengers Bangalore,Pune Warriors,34.95454545454545,28.25,1.875,39.9375,bat,Royal Challengers Bangalore,Aleem Dar,C Shamshuddin,Subrata Roy Sahara Stadium,17,0,Royal Challengers Bangalore
366,Kolkata,2013-05-03,male,T20,YK Pathan,Rajasthan Royals,Kolkata Knight Riders,28.304347826086957,36.232142857142854,29.513513513513512,29.3,bat,Rajasthan Royals,HDPK Dharmasena,CK Nandan,Eden Gardens,0,8,Kolkata Knight Riders
367,Hyderabad,2013-05-04,male,T20,DJG Sammy,Delhi Daredevils,Sunrisers Hyderabad,7.8,31.923076923076923,20.25,28.725,bat,Delhi Daredevils,Asad Rauf,S Asnani,"Rajiv Gandhi International Stadium, Uppal",0,6,Sunrisers Hyderabad
368,Bangalore,2013-05-14,male,T20,AC Gilchrist,Royal Challengers Bangalore,Kings XI Punjab,10.0,23.77777777777778,14.615384615384615,29.0,field,Kings XI Punjab,HDPK Dharmasena,S Ravi,M Chinnaswamy Stadium,0,7,Kings XI Punjab
369,Mumbai,2013-05-05,male,T20,MG Johnson,Mumbai Indians,Chennai Super Kings,17.310344827586206,72.0,23.818181818181817,21.987654320987655,bat,Mumbai Indians,HDPK Dharmasena,CK Nandan,Wankhede Stadium,60,0,Mumbai Indians
370,Jaipur,2013-05-05,male,T20,AM Rahane,Pune Warriors,Rajasthan Royals,21.3,14.8,26.083333333333332,22.470588235294116,bat,Pune Warriors,C Shamshuddin,RJ Tucker,Sawai Mansingh Stadium,0,5,Rajasthan Royals
371,Bangalore,2013-04-09,male,T20,V Kohli,Sunrisers Hyderabad,Royal Challengers Bangalore,20.75,25.816091954022987,30.246376811594203,30.897959183673468,bat,Sunrisers Hyderabad,S Ravi,SJA Taufel,M Chinnaswamy Stadium,0,7,Royal Challengers Bangalore
372,Jaipur,2013-05-07,male,T20,AM Rahane,Delhi Daredevils,Rajasthan Royals,50.0,15.904761904761905,32.24324324324324,72.0,bat,Delhi Daredevils,Aleem Dar,RJ Tucker,Sawai Mansingh Stadium,0,9,Rajasthan Royals
373,Mumbai,2013-05-07,male,T20,SR Tendulkar,Mumbai Indians,Kolkata Knight Riders,30.0,46.5,5.0,18.304347826086957,bat,Mumbai Indians,HDPK Dharmasena,S Ravi,Wankhede Stadium,65,0,Mumbai Indians
374,Hyderabad,2013-05-08,male,T20,SK Raina,Chennai Super Kings,Sunrisers Hyderabad,35.68421052631579,45.5,19.333333333333332,24.833333333333332,field,Sunrisers Hyderabad,S Das,NJ Llong,"Rajiv Gandhi International Stadium, Uppal",77,0,Chennai Super Kings
375,Chandigarh,2013-05-09,male,T20,KK Cooper,Kings XI Punjab,Rajasthan Royals,13.620689655172415,16.863636363636363,62.333333333333336,35.542857142857144,field,Rajasthan Royals,HDPK Dharmasena,S Ravi,"Punjab Cricket Association Stadium, Mohali",0,8,Rajasthan Royals
376,Pune,2013-05-09,male,T20,G Gambhir,Kolkata Knight Riders,Pune Warriors,10.095238095238095,24.823529411764707,1.0,28.098360655737704,bat,Kolkata Knight Riders,Asad Rauf,S Asnani,Subrata Roy Sahara Stadium,46,0,Kolkata Knight Riders
377,Delhi,2013-05-10,male,T20,JD Unadkat,Royal Challengers Bangalore,Delhi Daredevils,31.228571428571428,31.075,6.0,26.0,field,Delhi Daredevils,NJ Llong,K Srinath,Feroz Shah Kotla,4,0,Royal Challengers Bangalore
378,Pune,2013-05-11,male,T20,MG Johnson,Pune Warriors,Mumbai Indians,9.3,33.25,16.866666666666667,51.5,bat,Pune Warriors,Asad Rauf,AK Chaudhary,Subrata Roy Sahara Stadium,0,5,Mumbai Indians
379,Chandigarh,2013-05-11,male,T20,PA Patel,Sunrisers Hyderabad,Kings XI Punjab,20.545454545454547,36.83870967741935,5.0,19.0,field,Kings XI Punjab,S Das,RJ Tucker,"Punjab Cricket Association Stadium, Mohali",30,0,Sunrisers Hyderabad
380,Ranchi,2013-05-12,male,T20,JH Kallis,Royal Challengers Bangalore,Kolkata Knight Riders,11.958333333333334,27.571428571428573,34.0,26.048780487804876,field,Kolkata Knight Riders,NJ Llong,K Srinath,JSCA International Stadium Complex,0,5,Kolkata Knight Riders
381,Jaipur,2013-05-12,male,T20,SR Watson,Chennai Super Kings,Rajasthan Royals,25.61111111111111,17.954545454545453,29.5,28.833333333333332,field,Rajasthan Royals,HDPK Dharmasena,CK Nandan,Sawai Mansingh Stadium,0,5,Rajasthan Royals
382,Delhi,2013-04-23,male,T20,Harmeet Singh,Delhi Daredevils,Kings XI Punjab,23.177777777777777,36.15625,13.333333333333334,31.55,field,Kings XI Punjab,VA Kulkarni,K Srinath,Feroz Shah Kotla,0,5,Kings XI Punjab
383,Mumbai,2013-05-13,male,T20,KA Pollard,Sunrisers Hyderabad,Mumbai Indians,27.90909090909091,24.41176470588235,25.0,32.0,bat,Sunrisers Hyderabad,AK Chaudhary,SJA Taufel,Wankhede Stadium,0,7,Mumbai Indians
384,Ranchi,2013-05-15,male,T20,MK Pandey,Pune Warriors,Kolkata Knight Riders,25.379310344827587,35.114754098360656,10.0,45.588235294117645,field,Kolkata Knight Riders,NJ Llong,K Srinath,JSCA International Stadium Complex,7,0,Pune Warriors
385,Chennai,2013-05-14,male,T20,MS Dhoni,Chennai Super Kings,Delhi Daredevils,25.944444444444443,30.666666666666668,5.0,25.267605633802816,bat,Chennai Super Kings,C Shamshuddin,RJ Tucker,"MA Chidambaram Stadium, Chepauk",33,0,Chennai Super Kings
386,Mumbai,2013-05-15,male,T20,AP Tare,Mumbai Indians,Rajasthan Royals,17.366666666666667,17.791666666666668,11.75,18.288659793814432,field,Rajasthan Royals,Asad Rauf,S Asnani,Wankhede Stadium,14,0,Mumbai Indians
387,Chandigarh,2013-05-06,male,T20,DA Miller,Royal Challengers Bangalore,Kings XI Punjab,28.857142857142858,5.0,56.666666666666664,41.8125,field,Kings XI Punjab,VA Kulkarni,NJ Llong,"Punjab Cricket Association Stadium, Mohali",0,6,Kings XI Punjab
388,Hyderabad,2013-05-17,male,T20,A Mishra,Sunrisers Hyderabad,Rajasthan Royals,22.272727272727273,21.185185185185187,6.0,22.4,bat,Sunrisers Hyderabad,Asad Rauf,AK Chaudhary,"Rajiv Gandhi International Stadium, Uppal",23,0,Sunrisers Hyderabad
389,Dharamsala,2013-05-18,male,T20,Azhar Mahmood,Kings XI Punjab,Mumbai Indians,10.0,18.14,16.967741935483872,0.0,field,Mumbai Indians,HDPK Dharmasena,CK Nandan,Himachal Pradesh Cricket Association Stadium,50,0,Kings XI Punjab
390,Pune,2013-05-19,male,T20,LJ Wright,Pune Warriors,Delhi Daredevils,10.0,43.0,11.0,27.153846153846153,bat,Pune Warriors,NJ Llong,SJA Taufel,Subrata Roy Sahara Stadium,38,0,Pune Warriors
391,Bangalore,2013-05-18,male,T20,V Kohli,Royal Challengers Bangalore,Chennai Super Kings,31.569444444444443,25.27777777777778,24.02173913043478,26.492957746478872,field,Chennai Super Kings,C Shamshuddin,RJ Tucker,M Chinnaswamy Stadium,24,0,Royal Challengers Bangalore
392,Hyderabad,2013-05-19,male,T20,PA Patel,Kolkata Knight Riders,Sunrisers Hyderabad,26.3768115942029,25.75,29.0,24.5,bat,Kolkata Knight Riders,Asad Rauf,S Asnani,"Rajiv Gandhi International Stadium, Uppal",0,5,Sunrisers Hyderabad
393,Delhi,2013-05-21,male,T20,MEK Hussey,Chennai Super Kings,Mumbai Indians,45.67567567567568,18.6,1.1,15.842105263157896,bat,Chennai Super Kings,NJ Llong,RJ Tucker,Feroz Shah Kotla,48,0,Chennai Super Kings
394,Delhi,2013-05-22,male,T20,BJ Hodge,Sunrisers Hyderabad,Rajasthan Royals,7.235294117647059,15.766666666666667,32.82051282051282,21.125,bat,Sunrisers Hyderabad,S Ravi,RJ Tucker,Feroz Shah Kotla,0,4,Rajasthan Royals
395,Kolkata,2013-05-24,male,T20,Harbhajan Singh,Rajasthan Royals,Mumbai Indians,33.30769230769231,18.84158415841584,16.625,27.333333333333332,bat,Rajasthan Royals,C Shamshuddin,SJA Taufel,Eden Gardens,0,4,Mumbai Indians
396,Kolkata,2013-05-26,male,T20,KA Pollard,Mumbai Indians,Chennai Super Kings,25.829268292682926,23.68354430379747,38.016949152542374,25.235294117647058,bat,Mumbai Indians,HDPK Dharmasena,SJA Taufel,Eden Gardens,23,0,Mumbai Indians
397,Abu Dhabi,2014-04-16,male,T20,JH Kallis,Kolkata Knight Riders,Mumbai Indians,13.0,5.0,17.0,27.04705882352941,bat,Kolkata Knight Riders,M Erasmus,RK Illingworth,Sheikh Zayed Stadium,41,0,Kolkata Knight Riders
398,,2014-04-17,male,T20,YS Chahal,Delhi Daredevils,Royal Challengers Bangalore,38.7037037037037,28.134615384615383,32.25,36.23809523809524,field,Royal Challengers Bangalore,Aleem Dar,S Ravi,Sharjah Cricket Stadium,0,8,Royal Challengers Bangalore
399,Abu Dhabi,2014-04-18,male,T20,GJ Maxwell,Chennai Super Kings,Kings XI Punjab,37.81666666666667,27.606060606060606,26.666666666666668,18.1,bat,Chennai Super Kings,RK Illingworth,C Shamshuddin,Sheikh Zayed Stadium,0,6,Kings XI Punjab
400,Abu Dhabi,2014-04-18,male,T20,AM Rahane,Sunrisers Hyderabad,Rajasthan Royals,22.682926829268293,32.5,13.166666666666666,30.6,field,Rajasthan Royals,BF Bowden,RK Illingworth,Sheikh Zayed Stadium,0,4,Rajasthan Royals
401,,2014-04-19,male,T20,PA Patel,Mumbai Indians,Royal Challengers Bangalore,1.3,18.333333333333332,22.033898305084747,18.35185185185185,field,Royal Challengers Bangalore,Aleem Dar,AK Chaudhary,Dubai International Cricket Stadium,0,7,Royal Challengers Bangalore
402,,2014-04-19,male,T20,JP Duminy,Kolkata Knight Riders,Delhi Daredevils,21.0,18.666666666666668,40.629629629629626,27.046511627906977,bat,Kolkata Knight Riders,Aleem Dar,VA Kulkarni,Dubai International Cricket Stadium,0,4,Delhi Daredevils
403,,2014-04-20,male,T20,GJ Maxwell,Rajasthan Royals,Kings XI Punjab,42.15384615384615,28.303030303030305,62.1,18.3125,field,Kings XI Punjab,BF Bowden,M Erasmus,Sharjah Cricket Stadium,0,7,Kings XI Punjab
404,Abu Dhabi,2014-04-21,male,T20,SK Raina,Chennai Super Kings,Delhi Daredevils,23.428571428571427,47.0,2.4285714285714284,28.048780487804876,bat,Chennai Super Kings,RK Illingworth,C Shamshuddin,Sheikh Zayed Stadium,93,0,Chennai Super Kings
405,,2014-04-22,male,T20,GJ Maxwell,Kings XI Punjab,Sunrisers Hyderabad,8.6,28.0,8.545454545454545,53.0,field,Sunrisers Hyderabad,M Erasmus,S Ravi,Sharjah Cricket Stadium,72,0,Kings XI Punjab
406,,2014-04-23,male,T20,RA Jadeja,Chennai Super Kings,Rajasthan Royals,23.916666666666668,48.5,17.0,23.579710144927535,field,Rajasthan Royals,HDPK Dharmasena,RK Illingworth,Dubai International Cricket Stadium,7,0,Chennai Super Kings
407,,2014-04-24,male,T20,CA Lynn,Kolkata Knight Riders,Royal Challengers Bangalore,11.64,18.0,23.8,26.46511627906977,field,Royal Challengers Bangalore,Aleem Dar,VA Kulkarni,Sharjah Cricket Stadium,2,0,Kolkata Knight Riders
408,,2014-04-25,male,T20,AJ Finch,Sunrisers Hyderabad,Delhi Daredevils,27.52,27.51851851851852,40.42857142857143,29.464285714285715,bat,Sunrisers Hyderabad,M Erasmus,S Ravi,Dubai International Cricket Stadium,4,0,Sunrisers Hyderabad
409,,2014-04-25,male,T20,MM Sharma,Mumbai Indians,Chennai Super Kings,9.636363636363637,17.944444444444443,29.0,5.0,bat,Mumbai Indians,BF Bowden,M Erasmus,Dubai International Cricket Stadium,0,7,Chennai Super Kings
410,Abu Dhabi,2014-04-26,male,T20,PV Tambe,Royal Challengers Bangalore,Rajasthan Royals,1.6666666666666667,31.5,17.68421052631579,22.6,field,Rajasthan Royals,HDPK Dharmasena,C Shamshuddin,Sheikh Zayed Stadium,0,6,Rajasthan Royals
411,Abu Dhabi,2014-04-26,male,T20,Sandeep Sharma,Kings XI Punjab,Kolkata Knight Riders,13.333333333333334,32.04545454545455,9.2,20.655172413793103,field,Kolkata Knight Riders,HDPK Dharmasena,RK Illingworth,Sheikh Zayed Stadium,23,0,Kings XI Punjab
412,,2014-04-27,male,T20,M Vijay,Mumbai Indians,Delhi Daredevils,25.88372093023256,25.9,20.0,26.7027027027027,bat,Mumbai Indians,Aleem Dar,VA Kulkarni,Sharjah Cricket Stadium,0,6,Delhi Daredevils
413,,2014-04-27,male,T20,DR Smith,Sunrisers Hyderabad,Chennai Super Kings,27.25,15.5,37.62903225806452,21.252525252525253,bat,Sunrisers Hyderabad,AK Chaudhary,VA Kulkarni,Sharjah Cricket Stadium,0,5,Chennai Super Kings
414,,2014-04-28,male,T20,Sandeep Sharma,Royal Challengers Bangalore,Kings XI Punjab,1.8888888888888888,19.93548387096774,21.0,25.11111111111111,field,Kings XI Punjab,BF Bowden,S Ravi,Dubai International Cricket Stadium,0,5,Kings XI Punjab
415,Abu Dhabi,2014-04-29,male,T20,JP Faulkner,Rajasthan Royals,Kolkata Knight Riders,13.285714285714286,26.204545454545453,20.0,25.125,bat,Rajasthan Royals,Aleem Dar,AK Chaudhary,Sheikh Zayed Stadium,0,0,tie
416,,2014-04-30,male,T20,B Kumar,Sunrisers Hyderabad,Mumbai Indians,22.58139534883721,18.52252252252252,21.0,31.487179487179485,field,Mumbai Indians,HDPK Dharmasena,M Erasmus,Dubai International Cricket Stadium,15,0,Sunrisers Hyderabad
417,Ranchi,2014-05-02,male,T20,RA Jadeja,Chennai Super Kings,Kolkata Knight Riders,23.897959183673468,128.5,7.6,14.709677419354838,bat,Chennai Super Kings,AK Chaudhary,NJ Llong,JSCA International Stadium Complex,34,0,Chennai Super Kings
418,Mumbai,2014-05-03,male,T20,CJ Anderson,Kings XI Punjab,Mumbai Indians,7.166666666666667,18.580357142857142,27.704545454545453,13.058823529411764,bat,Kings XI Punjab,BNJ Oxenford,C Shamshuddin,Wankhede Stadium,0,5,Mumbai Indians
419,Delhi,2014-05-03,male,T20,KK Nair,Delhi Daredevils,Rajasthan Royals,22.153846153846153,26.666666666666668,22.75,27.1,field,Rajasthan Royals,SS Hazare,S Ravi,Feroz Shah Kotla,0,7,Rajasthan Royals
420,Bangalore,2014-05-04,male,T20,AB de Villiers,Sunrisers Hyderabad,Royal Challengers Bangalore,22.520833333333332,17.555555555555557,35.76470588235294,31.807692307692307,field,Royal Challengers Bangalore,HDPK Dharmasena,VA Kulkarni,M Chinnaswamy Stadium,0,4,Royal Challengers Bangalore
