,city,date,gender,match_type,player of the match,team 1,team 2,toss_decision,toss_winner,umpire_1,umpire_2,venue,win_by_runs,win_by_wickets,winner
1051,Grenada,2014-08-22,male,ODI,SP Narine,West Indies,Bangladesh,field,Bangladesh,Aleem Dar,GO Brathwaite,"National Cricket Stadium, St George's",177,0,West Indies
1052,St Kitts,2014-08-25,male,ODI,D Ramdin,West Indies,Bangladesh,bat,West Indies,RA Kettleborough,JS Wilson,"Warner Park, Basseterre",91,0,West Indies
1053,Bulawayo,2014-08-17,male,ODI,HM Amla,Zimbabwe,South Africa,field,Zimbabwe,CB Gaffaney,RB Tiffin,Queens Sports Club,93,0,South Africa
1054,Bulawayo,2014-08-19,male,ODI,WD Parnell,Zimbabwe,South Africa,field,Zimbabwe,O Chirombe,CB Gaffaney,Queens Sports Club,61,0,South Africa
1055,Bulawayo,2014-08-21,male,ODI,Q de Kock,Zimbabwe,South Africa,field,South Africa,CB Gaffaney,TJ Matibiri,Queens Sports Club,0,7,South Africa
1056,,2014-08-25,male,ODI,MR Marsh,Zimbabwe,Australia,field,Zimbabwe,IJ Gould,RB Tiffin,Harare Sports Club,198,0,Australia
1057,,2014-08-27,male,ODI,AB de Villiers,Australia,South Africa,field,South Africa,IJ Gould,RB Tiffin,Harare Sports Club,0,7,South Africa
1058,,2014-08-29,male,ODI,P Utseya,Zimbabwe,South Africa,field,Zimbabwe,IJ Gould,TJ Matibiri,Harare Sports Club,61,0,South Africa
1059,,2014-08-31,male,ODI,E Chigumbura,Zimbabwe,Australia,bat,Australia,Aleem Dar,O Chirombe,Harare Sports Club,0,3,Zimbabwe
1060,,2014-09-02,male,ODI,MR Marsh,Australia,South Africa,field,South Africa,Aleem Dar,RB Tiffin,Harare Sports Club,62,0,Australia
1061,,2014-09-04,male,ODI,F du Plessis,Zimbabwe,South Africa,field,Zimbabwe,Aleem Dar,TJ Matibiri,Harare Sports Club,63,0,South Africa
1062,,2014-09-06,male,ODI,DW Steyn,Australia,South Africa,field,South Africa,Aleem Dar,RB Tiffin,Harare Sports Club,0,6,South Africa
1063,Kuala Lumpur,2014-05-02,male,ODI,Mohammad Nabi,Afghanistan,United Arab Emirates,field,United Arab Emirates,BB Pradhan,Sarika Prasad,Kinrara Academy Oval,70,0,Afghanistan
1064,Kuala Lumpur,2014-05-04,male,ODI,Mohammad Shahzad (2),Hong Kong,United Arab Emirates,field,United Arab Emirates,BB Pradhan,Sarika Prasad,Kinrara Academy Oval,0,2,United Arab Emirates
1065,,2014-12-08,male,ODI,Haris Sohail,New Zealand,Pakistan,field,Pakistan,Aleem Dar,JS Wilson,Dubai International Cricket Stadium,0,3,Pakistan
1066,,2014-12-12,male,ODI,KS Williamson,New Zealand,Pakistan,bat,Pakistan,Ahsan Raza,RK Illingworth,Sharjah Cricket Stadium,0,4,New Zealand
1067,,2014-12-14,male,ODI,Ahmed Shehzad,New Zealand,Pakistan,bat,Pakistan,Shozab Raza,JS Wilson,Sharjah Cricket Stadium,147,0,Pakistan
1068,Abu Dhabi,2014-12-17,male,ODI,KS Williamson,New Zealand,Pakistan,bat,New Zealand,RK Illingworth,Shozab Raza,Sheikh Zayed Stadium,7,0,New Zealand
1069,Abu Dhabi,2014-12-19,male,ODI,MJ Henry,New Zealand,Pakistan,bat,New Zealand,Ahsan Raza,JS Wilson,Sheikh Zayed Stadium,68,0,New Zealand
1070,Birmingham,2015-06-09,male,ODI,JC Buttler,England,New Zealand,field,New Zealand,MA Gough,BNJ Oxenford,Edgbaston,210,0,England
1071,London,2015-06-12,male,ODI,LRPL Taylor,England,New Zealand,bat,New Zealand,SJ Davis,RT Robinson,Kennington Oval,13,0,New Zealand
1072,Southampton,2015-06-14,male,ODI,KS Williamson,England,New Zealand,bat,England,BNJ Oxenford,RT Robinson,The Rose Bowl,0,3,New Zealand
1073,Nottingham,2015-06-17,male,ODI,EJG Morgan,England,New Zealand,bat,New Zealand,RJ Bailey,SJ Davis,Trent Bridge,0,7,England
1074,Chester-le-Street,2015-06-20,male,ODI,JM Bairstow,England,New Zealand,field,England,MA Gough,BNJ Oxenford,Riverside Ground,0,3,England
1075,Belfast,2015-08-27,male,ODI,DA Warner,Ireland,Australia,bat,Australia,M Hawthorne,JS Wilson,"Civil Service Cricket Club, Stormont",23,0,Australia
1076,Southampton,2015-09-03,male,ODI,MS Wade,England,Australia,bat,Australia,MA Gough,JS Wilson,The Rose Bowl,59,0,Australia
1077,London,2015-09-05,male,ODI,MR Marsh,England,Australia,field,England,HDPK Dharmasena,RT Robinson,Lord's,64,0,Australia
1078,Manchester,2015-09-08,male,ODI,JWA Taylor,England,Australia,bat,England,RJ Bailey,JS Wilson,Old Trafford,93,0,England
1079,Leeds,2015-09-11,male,ODI,EJG Morgan,England,Australia,bat,Australia,HDPK Dharmasena,MA Gough,Headingley,0,3,England
1080,Manchester,2015-09-13,male,ODI,MR Marsh,England,Australia,bat,England,RJ Bailey,JS Wilson,Old Trafford,0,8,Australia
1081,Mirpur,2014-06-15,male,ODI,AM Rahane,Bangladesh,India,bat,Bangladesh,HDPK Dharmasena,Enamul Haque,Shere Bangla National Stadium,0,7,India
1082,Mirpur,2014-06-17,male,ODI,STR Binny,Bangladesh,India,field,Bangladesh,HDPK Dharmasena,Sharfuddoula,Shere Bangla National Stadium,47,0,India
1083,Mirpur,2014-06-19,male,ODI,,Bangladesh,India,bat,India,HDPK Dharmasena,Enamul Haque,Shere Bangla National Stadium,0,0,no result
1084,Hambantota,2014-08-23,male,ODI,Sohaib Maqsood,Sri Lanka,Pakistan,field,Pakistan,RSA Palliyaguruge,S Ravi,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,4,Pakistan
1085,Hambantota,2014-08-26,male,ODI,NLTC Perera,Sri Lanka,Pakistan,bat,Sri Lanka,SJ Davis,REJ Martinesz,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",77,0,Sri Lanka
1086,,2014-08-30,male,ODI,NLTC Perera,Sri Lanka,Pakistan,bat,Pakistan,RSA Palliyaguruge,S Ravi,Rangiri Dambulla International Stadium,0,7,Sri Lanka
1087,Mount Maunganui,2014-10-21,male,ODI,AB de Villiers,New Zealand,South Africa,field,South Africa,CB Gaffaney,RJ Tucker,Bay Oval,0,6,South Africa
1088,Mount Maunganui,2014-10-24,male,ODI,HM Amla,New Zealand,South Africa,field,New Zealand,SJ Davis,DJ Walker,Bay Oval,72,0,South Africa
1089,Hamilton,2014-10-27,male,ODI,,New Zealand,South Africa,field,New Zealand,CB Gaffaney,RJ Tucker,Seddon Park,0,0,no result
1090,Christchurch,2015-01-11,male,ODI,CJ Anderson,New Zealand,Sri Lanka,bat,Sri Lanka,CB Gaffaney,NJ Llong,Hagley Oval,0,3,New Zealand
1091,Hamilton,2015-01-15,male,ODI,TM Dilshan,New Zealand,Sri Lanka,bat,New Zealand,CB Gaffaney,IJ Gould,Seddon Park,0,6,Sri Lanka
1092,Auckland,2015-01-17,male,ODI,,New Zealand,Sri Lanka,field,Sri Lanka,BF Bowden,NJ Llong,Eden Park,0,0,no result
1093,Nelson,2015-01-20,male,ODI,KS Williamson,New Zealand,Sri Lanka,bat,Sri Lanka,IJ Gould,DJ Walker,Saxton Oval,0,4,New Zealand
1094,Dunedin,2015-01-23,male,ODI,GD Elliott,New Zealand,Sri Lanka,field,Sri Lanka,CB Gaffaney,NJ Llong,University Oval,108,0,New Zealand
1095,Dunedin,2015-01-25,male,ODI,CJ Anderson,New Zealand,Sri Lanka,bat,New Zealand,MA Gough,DJ Walker,University Oval,120,0,New Zealand
1096,Wellington,2015-01-29,male,ODI,KC Sangakkara,New Zealand,Sri Lanka,bat,Sri Lanka,CB Gaffaney,RJ Tucker,Westpac Stadium,34,0,Sri Lanka
1097,Wellington,2015-01-31,male,ODI,GD Elliott,New Zealand,Pakistan,field,New Zealand,CB Gaffaney,MA Gough,Westpac Stadium,0,7,New Zealand
1098,Napier,2015-02-03,male,ODI,KS Williamson,New Zealand,Pakistan,bat,New Zealand,RJ Tucker,DJ Walker,McLean Park,119,0,New Zealand
1099,Colombo,2014-11-26,male,ODI,TM Dilshan,Sri Lanka,England,field,England,SD Fry,RSA Palliyaguruge,R Premadasa Stadium,25,0,Sri Lanka
1100,Colombo,2014-11-29,male,ODI,DPMD Jayawardene,Sri Lanka,England,bat,England,SJ Davis,RR Wimalasiri,R Premadasa Stadium,0,8,Sri Lanka
1101,Hambantota,2014-12-03,male,ODI,JC Buttler,Sri Lanka,England,bat,Sri Lanka,SD Fry,RSA Palliyaguruge,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,5,England
1102,Colombo,2014-12-07,male,ODI,KC Sangakkara,Sri Lanka,England,bat,England,SJ Davis,REJ Martinesz,R Premadasa Stadium,0,6,Sri Lanka
1103,,2014-12-10,male,ODI,JE Root,Sri Lanka,England,field,England,RSA Palliyaguruge,RJ Tucker,Pallekele International Cricket Stadium,0,5,England
1104,,2014-12-13,male,ODI,KC Sangakkara,Sri Lanka,England,bat,Sri Lanka,REJ Martinesz,BNJ Oxenford,Pallekele International Cricket Stadium,90,0,Sri Lanka
1105,Colombo,2014-12-16,male,ODI,TM Dilshan,Sri Lanka,England,bat,Sri Lanka,REJ Martinesz,RJ Tucker,R Premadasa Stadium,87,0,Sri Lanka
1106,Perth,2014-11-14,male,ODI,NM Coulter-Nile,Australia,South Africa,field,South Africa,SD Fry,NJ Llong,Western Australia Cricket Association Ground,32,0,Australia
1107,Perth,2014-11-16,male,ODI,M Morkel,Australia,South Africa,bat,Australia,BF Bowden,JD Ward,Western Australia Cricket Association Ground,0,3,South Africa
1108,Canberra,2014-11-19,male,ODI,SPD Smith,Australia,South Africa,bat,Australia,SD Fry,NJ Llong,Manuka Oval,73,0,Australia
1109,,2014-11-21,male,ODI,SPD Smith,Australia,South Africa,bat,South Africa,BF Bowden,JD Ward,Melbourne Cricket Ground,0,3,Australia
1110,,2014-11-23,male,ODI,Q de Kock,Australia,South Africa,bat,South Africa,NJ Llong,MD Martell,Sydney Cricket Ground,0,2,Australia
1111,,2015-01-18,male,ODI,MA Starc,Australia,India,bat,India,HDPK Dharmasena,JD Ward,Melbourne Cricket Ground,0,4,Australia
1112,,2015-01-16,male,ODI,MA Starc,Australia,England,bat,England,HDPK Dharmasena,SD Fry,Sydney Cricket Ground,0,3,Australia
1113,Brisbane,2015-01-20,male,ODI,ST Finn,England,India,bat,India,HDPK Dharmasena,MD Martell,"Brisbane Cricket Ground, Woolloongabba",0,9,England
1114,Hobart,2015-01-23,male,ODI,SPD Smith,Australia,England,field,Australia,M Erasmus,SD Fry,Bellerive Oval,0,3,Australia
1115,,2015-01-26,male,ODI,,Australia,India,field,Australia,M Erasmus,P Wilson,Sydney Cricket Ground,0,0,no result
1116,Perth,2015-01-30,male,ODI,JWA Taylor,England,India,field,England,M Erasmus,JD Ward,Western Australia Cricket Association Ground,0,3,England
1117,Perth,2015-02-01,male,ODI,GJ Maxwell,Australia,England,field,England,M Erasmus,SD Fry,Western Australia Cricket Association Ground,112,0,Australia
1118,Bulawayo,2014-07-20,male,ODI,Sikandar Raza,Zimbabwe,Afghanistan,field,Zimbabwe,O Chirombe,JD Cloete,Queens Sports Club,0,8,Zimbabwe
1119,Bulawayo,2014-07-22,male,ODI,H Masakadza,Zimbabwe,Afghanistan,field,Afghanistan,JD Cloete,TJ Matibiri,Queens Sports Club,0,2,Afghanistan
1120,Bulawayo,2014-07-24,male,ODI,DT Tiripano,Zimbabwe,Afghanistan,field,Zimbabwe,O Chirombe,JD Cloete,Queens Sports Club,100,0,Afghanistan
1121,Chittagong,2014-11-21,male,ODI,Shakib Al Hasan,Bangladesh,Zimbabwe,field,Zimbabwe,CB Gaffaney,Sharfuddoula,Zahur Ahmed Chowdhury Stadium,87,0,Bangladesh
1122,Chittagong,2014-11-23,male,ODI,Mashrafe Mortaza,Bangladesh,Zimbabwe,bat,Bangladesh,CB Gaffaney,Sharfuddoula,Zahur Ahmed Chowdhury Stadium,68,0,Bangladesh
1123,Mirpur,2014-11-26,male,ODI,Anamul Haque,Bangladesh,Zimbabwe,field,Zimbabwe,Anisur Rahman,CB Gaffaney,Shere Bangla National Stadium,124,0,Bangladesh
1124,Mirpur,2014-11-28,male,ODI,Mahmudullah,Bangladesh,Zimbabwe,bat,Bangladesh,Anisur Rahman,CB Gaffaney,Shere Bangla National Stadium,21,0,Bangladesh
1125,Mirpur,2014-12-01,male,ODI,Taijul Islam,Bangladesh,Zimbabwe,bat,Zimbabwe,CB Gaffaney,Sharfuddoula,Shere Bangla National Stadium,0,5,Bangladesh
1126,Dublin,2015-05-08,male,ODI,,Ireland,England,field,England,M Hawthorne,IN Ramage,"The Village, Malahide",0,0,no result
1127,Kochi,2014-10-08,male,ODI,MN Samuels,India,West Indies,field,India,IJ Gould,S Ravi,Nehru Stadium,124,0,West Indies
1128,Delhi,2014-10-11,male,ODI,Mohammed Shami,India,West Indies,bat,India,IJ Gould,S Ravi,Feroz Shah Kotla,48,0,India
1129,Dharmasala,2014-10-17,male,ODI,V Kohli,India,West Indies,field,West Indies,IJ Gould,VA Kulkarni,Himachal Pradesh Cricket Association Stadium,59,0,India
1130,Cuttack,2014-11-02,male,ODI,AM Rahane,India,Sri Lanka,field,Sri Lanka,VA Kulkarni,BNJ Oxenford,Barabati Stadium,169,0,India
1131,Ahmedabad,2014-11-06,male,ODI,AT Rayudu,India,Sri Lanka,bat,Sri Lanka,VA Kulkarni,BNJ Oxenford,"Sardar Patel Stadium, Motera",0,6,India
1132,Hyderabad,2014-11-09,male,ODI,DPMD Jayawardene,India,Sri Lanka,bat,Sri Lanka,VA Kulkarni,BNJ Oxenford,"Rajiv Gandhi International Stadium, Uppal",0,6,India
1133,Kolkata,2014-11-13,male,ODI,RG Sharma,India,Sri Lanka,bat,India,BNJ Oxenford,S Ravi,Eden Gardens,153,0,India
1134,Ranchi,2014-11-16,male,ODI,AD Mathews,India,Sri Lanka,bat,Sri Lanka,BNJ Oxenford,S Ravi,JSCA International Stadium Complex,0,3,India
1135,Bloemfontein,2016-02-03,male,ODI,Q de Kock,South Africa,England,bat,England,CB Gaffaney,S George,Mangaung Oval,39,0,England
1136,Port Elizabeth,2016-02-06,male,ODI,AD Hales,South Africa,England,bat,South Africa,JD Cloete,HDPK Dharmasena,St George's Park,0,5,England
1137,Centurion,2016-02-09,male,ODI,Q de Kock,South Africa,England,bat,England,JD Cloete,CB Gaffaney,SuperSport Park,0,7,South Africa
1138,Johannesburg,2016-02-12,male,ODI,CH Morris,South Africa,England,field,South Africa,HDPK Dharmasena,S George,New Wanderers Stadium,0,1,South Africa
1139,Cape Town,2016-02-14,male,ODI,AB de Villiers,South Africa,England,field,South Africa,JD Cloete,CB Gaffaney,Newlands,0,5,South Africa
1140,Dubai,2014-11-28,male,ODI,Amjad Ali,United Arab Emirates,Afghanistan,bat,Afghanistan,JD Cloete,RA Kettleborough,ICC Academy,0,5,United Arab Emirates
1141,Dubai,2014-11-30,male,ODI,Khurram Khan,United Arab Emirates,Afghanistan,field,United Arab Emirates,JD Cloete,RA Kettleborough,ICC Academy,0,6,United Arab Emirates
1142,,2015-01-12,male,ODI,NJ O'Brien,Ireland,Scotland,field,Ireland,Ahmed Shahab,Sharfuddoula,Dubai International Cricket Stadium,0,3,Ireland
1143,,2015-01-17,male,ODI,Najibullah Zadran,Afghanistan,Ireland,field,Ireland,Ahmed Shahab,VA Kulkarni,Dubai International Cricket Stadium,71,0,Afghanistan
1144,Dubai,2015-01-08,male,ODI,Javed Ahmadi,Afghanistan,Scotland,field,Afghanistan,VA Kulkarni,Sharfuddoula,ICC Academy,0,8,Afghanistan
1145,Abu Dhabi,2015-01-14,male,ODI,JH Davey,Afghanistan,Scotland,bat,Scotland,VA Kulkarni,Sharfuddoula,Sheikh Zayed Stadium,150,0,Scotland
1146,Mirpur,2015-07-10,male,ODI,K Rabada,Bangladesh,South Africa,bat,Bangladesh,MA Gough,Sharfuddoula,Shere Bangla National Stadium,0,8,South Africa
1147,Mirpur,2015-07-12,male,ODI,Soumya Sarkar,Bangladesh,South Africa,bat,South Africa,Enamul Haque,RK Illingworth,Shere Bangla National Stadium,0,7,Bangladesh
1148,Chittagong,2015-07-15,male,ODI,Soumya Sarkar,Bangladesh,South Africa,bat,South Africa,MA Gough,Sharfuddoula,Zahur Ahmed Chowdhury Stadium,0,9,Bangladesh
1149,Centurion,2015-08-19,male,ODI,HM Amla,South Africa,New Zealand,field,New Zealand,JD Cloete,IJ Gould,SuperSport Park,20,0,South Africa
1150,Potchefstroom,2015-08-23,male,ODI,MJ Guptill,South Africa,New Zealand,bat,South Africa,S George,IJ Gould,Senwes Park,0,8,New Zealand
1151,Durban,2015-08-26,male,ODI,AB de Villiers,South Africa,New Zealand,bat,South Africa,JD Cloete,IJ Gould,Kingsmead,62,0,South Africa
1152,Mirpur,2015-04-17,male,ODI,Mushfiqur Rahim,Bangladesh,Pakistan,bat,Bangladesh,RSA Palliyaguruge,Sharfuddoula,Shere Bangla National Stadium,79,0,Bangladesh
1153,Mirpur,2015-04-19,male,ODI,Tamim Iqbal,Bangladesh,Pakistan,bat,Pakistan,Enamul Haque,NJ Llong,Shere Bangla National Stadium,0,7,Bangladesh
1154,Mirpur,2015-04-22,male,ODI,Soumya Sarkar,Bangladesh,Pakistan,bat,Pakistan,RSA Palliyaguruge,Sharfuddoula,Shere Bangla National Stadium,0,8,Bangladesh
1155,,2015-07-11,male,ODI,Mohammad Hafeez,Sri Lanka,Pakistan,field,Pakistan,IJ Gould,REJ Martinesz,Rangiri Dambulla International Stadium,0,6,Pakistan
1156,,2015-07-15,male,ODI,MDKJ Perera,Sri Lanka,Pakistan,bat,Pakistan,REJ Martinesz,RJ Tucker,Pallekele International Cricket Stadium,0,2,Sri Lanka
1157,Colombo,2015-07-19,male,ODI,Sarfraz Ahmed,Sri Lanka,Pakistan,bat,Pakistan,IJ Gould,RR Wimalasiri,R Premadasa Stadium,135,0,Pakistan
1158,Colombo,2015-07-22,male,ODI,Ahmed Shehzad,Sri Lanka,Pakistan,bat,Sri Lanka,RJ Tucker,RR Wimalasiri,R Premadasa Stadium,0,7,Pakistan
1159,Hambantota,2015-07-26,male,ODI,MDKJ Perera,Sri Lanka,Pakistan,bat,Sri Lanka,IJ Gould,REJ Martinesz,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",165,0,Sri Lanka
1160,Lahore,2015-05-26,male,ODI,Shoaib Malik,Pakistan,Zimbabwe,bat,Pakistan,Aleem Dar,RB Tiffin,Gaddafi Stadium,41,0,Pakistan
1161,Lahore,2015-05-29,male,ODI,Azhar Ali,Pakistan,Zimbabwe,field,Pakistan,Shozab Raza,RB Tiffin,Gaddafi Stadium,0,6,Pakistan
1162,Lahore,2015-05-31,male,ODI,,Pakistan,Zimbabwe,bat,Pakistan,Ahsan Raza,RB Tiffin,Gaddafi Stadium,0,0,no result
1163,Mirpur,2015-06-18,male,ODI,Mustafizur Rahman,Bangladesh,India,bat,Bangladesh,Enamul Haque,RJ Tucker,Shere Bangla National Stadium,79,0,Bangladesh
1164,Mirpur,2015-06-21,male,ODI,Mustafizur Rahman,Bangladesh,India,bat,India,Sharfuddoula,RJ Tucker,Shere Bangla National Stadium,0,6,Bangladesh
1165,Mirpur,2015-06-24,male,ODI,SK Raina,Bangladesh,India,field,Bangladesh,Enamul Haque,RJ Tucker,Shere Bangla National Stadium,77,0,India
1166,,2015-07-10,male,ODI,AT Rayudu,Zimbabwe,India,field,Zimbabwe,SD Fry,RB Tiffin,Harare Sports Club,4,0,India
1167,,2015-07-12,male,ODI,M Vijay,Zimbabwe,India,field,Zimbabwe,SD Fry,TJ Matibiri,Harare Sports Club,62,0,India
1168,,2015-07-14,male,ODI,KM Jadhav,Zimbabwe,India,field,Zimbabwe,SD Fry,TJ Matibiri,Harare Sports Club,83,0,India
1169,,2015-08-02,male,ODI,CR Ervine,Zimbabwe,New Zealand,field,Zimbabwe,RK Illingworth,RB Tiffin,Harare Sports Club,0,7,Zimbabwe
1170,,2015-08-04,male,ODI,MJ Guptill,Zimbabwe,New Zealand,bat,Zimbabwe,RK Illingworth,TJ Matibiri,Harare Sports Club,0,10,New Zealand
1171,,2015-08-07,male,ODI,KS Williamson,Zimbabwe,New Zealand,field,Zimbabwe,RK Illingworth,TJ Matibiri,Harare Sports Club,38,0,New Zealand
1172,Perth,2016-01-12,male,ODI,SPD Smith,Australia,India,bat,India,SD Fry,RA Kettleborough,Western Australia Cricket Association Ground,0,5,Australia
1173,Brisbane,2016-01-15,male,ODI,RG Sharma,Australia,India,bat,India,RA Kettleborough,MD Martell,"Brisbane Cricket Ground, Woolloongabba",0,7,Australia
1174,,2016-01-17,male,ODI,GJ Maxwell,Australia,India,field,Australia,SD Fry,RA Kettleborough,Melbourne Cricket Ground,0,3,Australia
1175,Canberra,2016-01-20,male,ODI,KW Richardson,Australia,India,bat,Australia,RA Kettleborough,JD Ward,Manuka Oval,25,0,Australia
1176,,2016-01-23,male,ODI,MK Pandey,Australia,India,field,India,RA Kettleborough,P Wilson,Sydney Cricket Ground,0,6,India
1177,Abu Dhabi,2015-11-11,male,ODI,Mohammad Hafeez,England,Pakistan,bat,England,Ahsan Raza,JD Cloete,Sheikh Zayed Stadium,0,6,Pakistan
1178,Abu Dhabi,2015-11-13,male,ODI,AD Hales,England,Pakistan,bat,England,CB Gaffaney,Shozab Raza,Sheikh Zayed Stadium,95,0,England
1179,,2015-11-17,male,ODI,JWA Taylor,England,Pakistan,bat,Pakistan,JD Cloete,Shozab Raza,Sharjah Cricket Stadium,0,6,England
1180,,2015-11-20,male,ODI,JC Buttler,England,Pakistan,bat,England,Ahsan Raza,CB Gaffaney,Dubai International Cricket Stadium,84,0,England
1181,Kanpur,2015-10-11,male,ODI,AB de Villiers,India,South Africa,bat,South Africa,Aleem Dar,VA Kulkarni,Green Park,5,0,South Africa
1182,Indore,2015-10-14,male,ODI,MS Dhoni,India,South Africa,bat,India,Aleem Dar,VA Kulkarni,Holkar Cricket Stadium,22,0,India
1183,Rajkot,2015-10-18,male,ODI,M Morkel,India,South Africa,bat,South Africa,Aleem Dar,C Shamshuddin,Saurashtra Cricket Association Stadium,18,0,South Africa
1184,Chennai,2015-10-22,male,ODI,V Kohli,India,South Africa,bat,India,S Ravi,C Shamshuddin,"MA Chidambaram Stadium, Chepauk",35,0,India
1185,Mumbai,2015-10-25,male,ODI,Q de Kock,India,South Africa,bat,South Africa,AK Chaudhary,HDPK Dharmasena,Wankhede Stadium,214,0,South Africa
1186,Dubai,2015-11-16,male,ODI,MS Chapman,United Arab Emirates,Hong Kong,bat,Hong Kong,VA Kulkarni,Sarika Prasad,ICC Academy,89,0,Hong Kong
1187,Dublin,2016-06-18,male,ODI,,Ireland,Sri Lanka,field,Ireland,M Hawthorne,BNJ Oxenford,"The Village, Malahide",136,0,Sri Lanka
1188,Nottingham,2016-06-21,male,ODI,CR Woakes,England,Sri Lanka,field,England,RJ Bailey,PR Reiffel,Trent Bridge,0,0,tie
1189,Birmingham,2016-06-24,male,ODI,JJ Roy,England,Sri Lanka,bat,Sri Lanka,MA Gough,BNJ Oxenford,Edgbaston,0,10,England
1190,Bristol,2016-06-26,male,ODI,,England,Sri Lanka,field,England,PR Reiffel,RT Robinson,County Ground,0,0,no result
1191,London,2016-06-29,male,ODI,JJ Roy,England,Sri Lanka,field,England,RJ Bailey,BNJ Oxenford,Kennington Oval,0,6,England
1192,Cardiff,2016-07-02,male,ODI,JC Buttler,England,Sri Lanka,field,Sri Lanka,MA Gough,PR Reiffel,Sophia Gardens,122,0,England
1193,Dublin,2016-08-18,male,ODI,,Ireland,Pakistan,field,Ireland,SD Fry,M Hawthorne,"The Village, Malahide",255,0,Pakistan
1194,Southampton,2016-08-24,male,ODI,JJ Roy,England,Pakistan,bat,Pakistan,RJ Bailey,SD Fry,The Rose Bowl,44,0,England
1195,London,2016-08-27,male,ODI,JE Root,England,Pakistan,bat,Pakistan,M Erasmus,RT Robinson,Lord's,0,4,England
1196,Nottingham,2016-08-30,male,ODI,AD Hales,England,Pakistan,bat,England,SD Fry,RA Kettleborough,Trent Bridge,169,0,England
1197,Leeds,2016-09-01,male,ODI,JM Bairstow,England,Pakistan,bat,Pakistan,M Erasmus,RT Robinson,Headingley,0,4,England
1198,Cardiff,2016-09-04,male,ODI,Sarfraz Ahmed,England,Pakistan,field,Pakistan,RJ Bailey,SD Fry,Sophia Gardens,0,4,Pakistan
1199,Christchurch,2015-12-26,male,ODI,MJ Henry,New Zealand,Sri Lanka,bat,Sri Lanka,MA Gough,PD Jones,Hagley Oval,0,7,New Zealand
1200,Christchurch,2015-12-28,male,ODI,MJ Guptill,New Zealand,Sri Lanka,bat,Sri Lanka,RK Illingworth,DJ Walker,Hagley Oval,0,10,New Zealand
1201,Nelson,2015-12-31,male,ODI,MD Gunathilaka,New Zealand,Sri Lanka,bat,New Zealand,BF Bowden,MA Gough,Saxton Oval,0,8,Sri Lanka
1202,Nelson,2016-01-02,male,ODI,,New Zealand,Sri Lanka,field,Sri Lanka,BF Bowden,RK Illingworth,Saxton Oval,0,0,no result
1203,Mount Maunganui,2016-01-05,male,ODI,MJ Henry,New Zealand,Sri Lanka,field,Sri Lanka,BF Bowden,MA Gough,Bay Oval,36,0,New Zealand
1204,Wellington,2016-01-25,male,ODI,HM Nicholls,New Zealand,Pakistan,field,Pakistan,NJ Llong,DJ Walker,Basin Reserve,70,0,New Zealand
1205,Auckland,2016-02-03,male,ODI,MJ Guptill,New Zealand,Australia,field,Australia,IJ Gould,DJ Walker,Eden Park,159,0,New Zealand
1206,Wellington,2016-02-06,male,ODI,MR Marsh,New Zealand,Australia,bat,New Zealand,BF Bowden,S Ravi,Westpac Stadium,0,4,Australia
1207,Hamilton,2016-02-08,male,ODI,IS Sodhi,New Zealand,Australia,field,Australia,IJ Gould,DJ Walker,Seddon Park,55,0,New Zealand
1208,Auckland,2016-01-31,male,ODI,MJ Guptill,New Zealand,Pakistan,bat,Pakistan,BF Bowden,NJ Llong,Eden Park,0,3,New Zealand
1209,Colombo,2015-11-01,male,ODI,TM Dilshan,Sri Lanka,West Indies,field,Sri Lanka,MA Gough,RSA Palliyaguruge,R Premadasa Stadium,0,1,Sri Lanka
1210,Colombo,2015-11-04,male,ODI,MDKJ Perera,Sri Lanka,West Indies,bat,West Indies,REJ Martinesz,RJ Tucker,R Premadasa Stadium,0,8,Sri Lanka
1211,,2015-11-07,male,ODI,MN Samuels,Sri Lanka,West Indies,field,Sri Lanka,MA Gough,RR Wimalasiri,Pallekele International Cricket Stadium,19,0,Sri Lanka
1212,,2015-10-01,male,ODI,Yasir Shah,Zimbabwe,Pakistan,field,Zimbabwe,RSA Palliyaguruge,RB Tiffin,Harare Sports Club,131,0,Pakistan
1213,,2015-10-03,male,ODI,E Chigumbura,Zimbabwe,Pakistan,field,Pakistan,TJ Matibiri,RSA Palliyaguruge,Harare Sports Club,5,0,Zimbabwe
1214,,2015-10-05,male,ODI,Bilal Asif,Zimbabwe,Pakistan,field,Pakistan,TJ Matibiri,RSA Palliyaguruge,Harare Sports Club,0,7,Pakistan
1215,,2015-10-09,male,ODI,Sikandar Raza,Zimbabwe,Ireland,field,Zimbabwe,JD Cloete,RB Tiffin,Harare Sports Club,0,2,Zimbabwe
1216,,2015-10-11,male,ODI,CR Ervine,Zimbabwe,Ireland,field,Zimbabwe,JD Cloete,TJ Matibiri,Harare Sports Club,0,5,Zimbabwe
1217,,2015-10-13,male,ODI,TJ Murtagh,Zimbabwe,Ireland,field,Ireland,JD Cloete,RB Tiffin,Harare Sports Club,0,2,Ireland
